Life expectancy ,Adult Mortality,Alcohol, BMI ,Total expenditure, HIV/AIDS,GDP,Income composition of resources,Schooling
56.7,337,11.89,23,4,8.2,21557.6528,0.583,9.2
56.2,344,10.99,22.6,3.29,7.7,21451.88617,0.58,9.2
56.1,339,9.93,22.1,3.84,7.2,17136.44568,0.589,9.2
55.7,34,7.97,21.7,5.32,7.3,1653.2937,0.59,9.1
55.4,338,8.34,21.3,2.31,6.3,22742.38159,0.592,9.1
55,339,6.86,2.9,2.25,5.9,15761.83913,0.587,9
54.8,337,7.28,2.5,2.13,5.3,12732.2759,0.569,9
54.4,337,7.19,2.2,1.63,4.9,185.63334,0.563,8.7
54.1,336,6.28,19.8,2.4,4.4,685.34897,0.553,8.5
53.8,334,7.13,19.5,2.23,3.6,3577.176197,0.554,8.4
53.5,334,6.01,19.1,2.5,2.9,2711.17114,0.542,8.2
53.1,334,5.07,18.7,1.78,2.3,2283.87939,0.527,8
52.7,336,4.46,18.3,2.73,1.9,172.68491,0,0
64.7,255,,18.6,,0.4,,0.418,5
64.4,261,0.01,18,3.34,0.4,,0.416,5
64,266,0.01,17.5,3.1,0.5,,0.414,5
63.6,274,0.01,17,2.98,0.6,,0.41,5
62.9,286,0.62,16.5,3.6,0.7,582.775532,0.405,5
62.1,298,0.61,16,3.24,0.9,482.14994,0.404,5.1
61.4,311,0.63,15.5,3.3,1,43.7544499,0.402,5.2
67,322,0.49,15.1,3.69,1.1,326.825642,0.406,5.2
62,329,1.23,14.7,3.29,1.3,317.3294336,0.405,5.3
59.7,336,0.97,14.3,3.3,1.4,297.828588,0.405,5.3
59.4,34,1.07,13.9,2.97,1.6,276.75896,0,5.4
59.1,342,0.64,13.6,3.14,1.8,287.4222243,0,5
58.8,343,0.56,13.3,3.5,1.9,232.7945459,0,4.7
58.5,343,0.83,13.1,4.2,1.9,21.7687981,0,4.4
58.1,345,0.61,12.8,3.95,2,215.139213,0,4.3
45.3,593,0.83,12.6,4.43,1.9,28.1969487,0,3.9
77.6,119,,59.9,,0.1,1774.9291,0.863,16.5
77.3,122,0.01,59.4,6.38,0.1,19941.45532,0.86,16.5
76.9,127,0.01,59,6.48,0.1,1929.7746,0.856,16.5
76.3,135,0.01,58.5,6.36,0.1,17421.8922,0.85,16.5
76.1,138,0.01,58,5.83,0.1,17454.84342,0.838,16.4
75.6,137,14.97,57.6,6.25,0.1,14638.6482,0.833,16.2
74.9,156,15.04,57.1,6.93,0.1,14726.31828,0.836,16.1
74.2,167,16.99,56.7,6.6,0.1,1894.5485,0.835,16.1
73,189,17.87,56.3,5.16,0.1,16586.452,0.829,16.1
73,188,16.58,55.9,5.1,0.1,12595.4165,0.822,16.1
72.8,189,15.52,55.5,5.2,0.1,1338.31322,0.812,15.9
72.3,195,15.07,55.2,5.13,0.1,885.465115,0.805,15.7
71.9,199,11.64,54.9,4.92,0.1,7174.237415,0.798,15.6
71.2,211,11.48,54.6,4.84,0.1,538.347781,0.791,15.4
78,225,0.01,54.3,4.85,0.1,4498.95727,0.781,15
78,218,0.01,54,5.28,0.1,47.32827,0.764,14.4
64.8,225,,17.6,,0.6,645.4637627,0.441,8.4
64.2,234,0.01,17.2,4.88,0.6,571.1622759,0.435,8.4
63.7,237,1.86,16.8,5.19,0.9,52.1535887,0.427,8.4
63.3,241,1.84,16.4,5.77,1.2,468.567249,0.422,8.4
62.6,249,1.32,16,6.55,1.4,354.8463544,0.411,8.2
61.8,261,1.34,15.6,6.86,1.7,341.39992,0.401,8.1
68,274,1.17,15.3,4.41,2,379.7566385,0.393,8.1
59.8,289,1.13,14.9,4.28,2.4,325.3825543,0.378,7.6
58.5,39,1.06,14.5,4.69,2.8,243.326822,0.362,7.1
57.2,328,1.22,14.2,4.47,3.3,193.794956,0.346,6.6
56,343,0.99,13.8,4.2,3.7,161.6266248,0.325,5.8
55,354,0.86,13.5,4.23,4.1,135.7623858,0.31,5.4
54,363,0.79,13.2,4.64,4.4,118.8734466,0.306,5.2
53.2,369,0.8,12.9,4.73,4.6,111.3634356,0.298,4.9
52.5,372,0.85,12.6,4.26,4.9,12.1789279,0.283,4.3
51.2,391,0.88,12.3,4.36,5,123.876257,0,3.9
69.9,188,,62.7,,0.1,4921.89629,0.734,15.3
69.7,19,0.01,61.9,4.49,0.1,546.3728,0.727,15.2
69.6,192,0.01,61.1,4.26,0.1,4763.68956,0.719,15
69.4,195,0.01,6.2,4.16,0.1,4546.73854,0.714,14.9
69.2,197,0.01,59.5,4.6,0.1,4353.121392,0.709,14.7
69.1,2,2.25,58.7,4.23,0.1,3651.966784,0.706,14.6
68.9,23,2.31,58,4.26,0.1,3369.48247,0.704,14.5
68.7,26,1.95,57.3,3.68,0.1,4177.657789,0.7,14.3
68.6,29,2.09,56.6,3.74,0.1,478.82327,0.698,14.2
68.5,211,2.06,55.9,3.84,0.1,3749.939813,0.695,14
68.3,214,2.02,55.1,3.61,0.1,3658.63832,0.699,13.9
68.1,218,1.63,54.2,3.61,0.1,3332.918533,0.691,13.4
68,22,1.76,53.2,3.35,0.1,2835.973972,0.689,13.3
67.9,22,1.85,52.2,3.48,0.1,2259.55796,0.687,13.3
67.8,221,1.93,51.2,3.28,0.1,238.891729,0.683,13.2
67.7,221,2.05,5.2,3.87,0.1,276.1338,0.681,13.1
81.1,76,,62.1,,0.1,4245.39744,0.893,17
89,78,8.8,61.7,9.68,0.1,49914.61864,0.89,17
87,79,8.97,61.4,9.55,0.1,49638.7713,0.887,17
84,82,9.24,61,9.3,0.1,47415.55987,0.884,17
83,86,9.81,6.6,9.1,0.1,579.72415,0.878,16.9
79.9,89,9.72,6.2,9.5,0.1,4622.41516,0.874,16.8
79.7,91,9.96,59.8,9.2,0.1,4717.15571,0.878,17
79.6,94,10.26,59.4,8.35,0.1,5341.31487,0.876,17.1
79.3,96,10.45,59,8.9,0.1,48288.5491,0.873,17.2
79.2,96,10.15,58.6,8.38,0.1,4112.67651,0.869,17.2
78.9,11,9.95,58.1,8.43,0.1,38969.17163,0.864,17.1
78.7,12,9.89,57.6,8.21,0.1,37636.11173,0.869,18.3
78.4,98,9.31,57.1,8.15,0.1,32816.1688,0.866,18.1
78.1,98,9.25,56.6,7.81,0.1,26834.2625,0.863,18
78,1,8.94,56.1,7.43,0.1,24913.24452,0.856,17.7
77.5,15,8.59,55.5,7.22,0.1,24253.2542,0.847,17.3
82.4,78,,62.5,,0.1,36526.7711,0.894,16.3
82.2,79,11.5,62,11.54,0.1,42955.24287,0.89,16.2
82,81,11.1,61.6,11.56,0.1,42554.1225,0.887,16.2
81.5,83,11.5,61.1,11.44,0.1,4838.2444,0.885,16.1
81.7,83,11.8,6.6,11.33,0.1,4381.288,0.882,16.1
81.3,86,11.7,6.1,11.2,0.1,473.34279,0.879,16
81.1,88,11.8,59.6,11.28,0.1,41631.13141,0.879,16
89,88,11.9,59.1,1.57,0.1,45413.6571,0.877,16.1
89,89,12.2,58.6,1.45,0.1,416.58397,0.873,16.1
86,92,12.4,58,1.53,0.1,36544.5853,0.87,16.1
81,93,12.2,57.5,1.6,0.1,34879.72633,0.86,15.5
82,94,13.18,57,1.53,0.1,33874.74255,0.857,15.5
79.3,99,13.49,56.4,1.43,0.1,29691.18158,0.852,15.4
79.2,11,13.78,55.8,1.22,0.1,24275.2426,0.851,15.5
79,13,13.89,55.2,9.89,0.1,22527.31775,0.849,15.6
78.8,13,13.63,54.6,9.77,0.1,22465.64184,0.844,15.7
66,229,,36.3,,2.7,7388.984144,0.694,12.6
65.5,237,0.01,35.8,3.44,2.8,9692.163874,0.687,12.6
64.6,255,8.86,35.2,3.98,3.7,9679.742995,0.678,12.5
63.5,276,8.3,34.6,3.13,4.9,9774.18117,0.669,12.5
62.8,289,8.9,34.1,3.12,6,1716.2258,0.664,12.5
62.3,294,8.85,33.5,3.41,7,8754.113376,0.66,12.5
61.7,31,8.64,33,3.43,8,763.66223,0.652,12.4
61.6,298,8.75,32.4,2.54,8.9,194.2746,0.651,12.4
61.6,291,9.02,31.9,2.86,10,8352.81711,0.645,12.4
61.4,288,8.01,31.4,2.88,10.7,727.777345,0.646,12.4
65,37,7.72,3.8,2.76,10.9,6741.293948,0.64,12.4
59.7,322,8.13,3.3,3.26,11.1,5685.577736,0.64,12.3
59.7,32,6.47,29.8,3.48,11,4892.11618,0.638,12.3
59.7,315,8.34,29.2,3.22,10.7,412.55271,0.636,12.3
59.8,37,9.29,28.7,3.23,10.1,3976.14887,0.633,12.3
61,296,8.87,28.1,2.89,9.5,4116.46693,0.637,12.2
61.1,262,,27.3,,1.7,,0.45,8.9
68,266,0.01,26.7,7.34,1.7,,0.449,8.9
66,266,0.01,26,6.49,1.6,,0.445,8.9
62,269,0.01,25.4,6.12,1.4,,0.44,8.8
59.8,277,3.41,24.8,6.24,1.8,,0.441,8.7
59.3,284,3.48,24.1,5.75,2.1,,0.439,8.8
59,286,2.99,23.5,5.85,2.7,,0.434,8.9
58.7,287,2.79,22.8,5.95,3,,0.426,8.6
58.5,288,2.64,22.2,5.76,3.1,,0.42,8.4
58.2,288,2.93,21.5,5.52,3,,0.415,8.1
57.7,294,2.26,2.9,4.97,3,,0.412,7.8
57.3,296,2.51,2.3,4.35,2.9,,0.404,7.6
57,297,2.47,19.7,4.22,2.7,,0.395,7.3
56.6,298,2.08,19.1,3.75,2.5,,0.392,7
56.3,3,2.25,18.5,3.71,2.3,,0.384,6.8
55.9,33,2.18,18,3.61,2,,0.377,6.5
74.4,129,,56.2,,0.1,3764.64912,0.768,13.9
74.5,125,6.13,55.3,7.42,0.1,4429.6575,0.759,13.5
74.5,128,5.91,54.4,7.25,0.1,4274.376857,0.755,13.5
74.2,13,7.71,53.6,8.57,0.1,4142.869175,0.749,13.4
73.9,127,8.14,52.8,9.38,0.1,3725.63221,0.742,13.3
73.8,132,7.24,52,1.5,0.1,2964.47734,0.738,13.3
73.2,133,6.66,51.3,1.19,0.1,276.588512,0.734,12.8
73.9,128,7.17,5.5,8.99,0.1,3174.9491,0.735,13.1
74.4,12,8.65,49.9,8.17,0.1,2492.12878,0.722,12.5
73.9,126,6.18,49.2,8.39,0.1,1872.68416,0.714,12.6
73.9,128,4.7,48.6,8.6,0.1,153.57521,0.703,12.2
72.3,134,3.74,48.1,8.53,0.1,127.367228,0.694,12
72.7,132,3.36,47.5,8.49,0.1,928.18227,0.684,11.8
71.7,142,2.72,47,8.72,0.1,779.3845935,0.677,11.8
73,121,2.76,46.5,7.82,0.1,733.974142,0.673,11.7
71.8,129,3.28,46,6.94,0.1,691.997711,0,11.4
81,68,,62.3,,0.1,41176.88158,0.924,17.1
89,69,11.03,61.9,11.3,0.1,4792.65288,0.92,17
86,71,10.94,61.4,11.16,0.1,4653.91143,0.919,16.9
86,71,11.18,6.9,1.99,0.1,4465.24891,0.916,16.9
85,74,11.2,6.4,1.93,0.1,4681.32796,0.912,16.8
81,76,11.2,59.9,11.25,0.1,41785.55691,0.907,16.7
80,79,11.22,59.5,11.4,0.1,41732.7725,0.906,16.7
79.9,8,11.36,59,1.39,0.1,45699.19832,0.903,16.6
79.8,82,11.5,58.5,1.18,0.1,41814.8191,0.898,16.6
79.6,84,11.76,58,1.34,0.1,36447.87232,0.892,16.5
79.2,85,11.67,57.6,1.52,0.1,34696.6292,0.884,16.4
79.1,86,11.83,57.1,1.37,0.1,34165.9343,0.877,16.4
78.5,9,11.92,56.6,1.62,0.1,3359.95215,0.872,16.3
78.4,91,12.25,56.1,1.4,0.1,2525.16445,0.867,16.3
78.3,92,12.46,55.6,1.15,0.1,23687.31689,0.86,16.2
78,95,12.91,55.1,1.1,0.1,23718.7467,0.855,16.2
62.4,249,,28.6,,0.7,1361.11395,0.575,11.4
62.1,253,0.01,28,3.56,0.8,1432.227943,0.576,11.7
61.9,254,0.01,27.3,4.63,0.9,1814.492297,0.57,11.5
61.6,257,0.01,26.7,4.79,0.9,1629.8222,0.563,11.2
61.2,263,1.64,26.1,4.81,1.3,1574.978653,0.554,10.9
69,267,1.69,25.5,5.33,1.9,1312.67557,0.547,10.5
66,271,1.76,24.9,5.17,2.1,186.76538,0.542,10.4
63,275,1.78,24.2,4.85,2.2,1224.41554,0.53,9.8
59.9,28,1.25,23.6,5.3,2.6,19.686718,0.519,9.1
59.4,288,1.7,23,4.64,2.9,922.9351677,0.51,8.7
58.9,296,1.5,22.4,4.51,3.1,498.172394,0.499,8.1
58.3,34,1.46,21.8,3.96,3.2,423.1936389,0.491,7.7
57.9,38,1.53,21.2,3.12,3.4,373.2815537,0.489,7.9
57.6,31,1.6,2.7,3.7,3.5,39.484473,0.484,7.6
57.4,39,1.49,2.1,3.56,3.5,273.6596668,0.485,8
57.2,38,1.6,19.5,3,3.6,263.1124679,0.48,7.7
81,72,,66.5,,0.1,187.78991,0.865,17.2
88,73,7.53,66,8.8,0.1,21673.7817,0.862,17.2
86,74,7.46,65.4,9.26,0.1,21874.8195,0.86,17.1
84,76,8.2,64.9,9.24,0.1,22242.68193,0.858,16.8
85,76,8.02,64.3,9.77,0.1,25916.29353,0.86,16.7
83,76,9,63.7,9.18,0.1,26917.75898,0.859,16.4
80,78,9.08,63.1,9.76,0.1,2971.973,0.857,16.2
79.9,77,9.51,62.4,9.76,0.1,31997.2821,0.853,15.9
79.4,8,9.67,61.8,9.41,0.1,28827.32636,0.855,16.4
79.7,77,9.42,61.2,9.34,0.1,2481.15781,0.85,16.3
79.3,81,9.95,6.5,9.36,0.1,22551.73574,0.839,15.6
79.2,81,9.56,59.9,8.3,0.1,21955.149,0.83,15.3
79.1,81,9.46,59.2,8.61,0.1,18477.57841,0.823,15.2
79,81,8.09,58.6,8.72,0.1,1411.31339,0.811,14.6
78.7,83,8.62,58,8.47,0.1,12538.17883,0.801,14.2
78.2,84,8.48,57.4,7.6,0.1,1242.95373,0.794,13.9
73.6,142,,48.4,,0.1,9212.192824,0.751,15.8
73.5,143,8.42,47.4,6.1,0.1,8569.776998,0.749,15.8
73.3,144,8.25,46.5,6.15,0.1,7955.615985,0.746,15.8
73.1,146,8.07,45.6,6.36,0.1,7583.1872,0.744,15.8
72.9,15,7.84,44.7,6.35,0.1,741.48438,0.741,15.8
72.6,154,7.91,43.9,6.41,0.1,7365.666659,0,15.8
72.4,158,8.42,43.1,6.24,0.1,7395.88125,0,15.6
72.1,162,8.92,42.4,5.76,0.1,7946.944346,0,15.4
71.9,164,9.06,41.8,5.88,0.1,7322.596862,0,15.3
71.7,167,9.06,41.1,5.99,0.1,6764.722867,0,15.1
71.5,169,8.8,4.5,5.5,0.1,6754.512393,0,14.9
73,187,8.43,39.9,5.24,0.1,5836.17763,0,14.8
71.1,173,9.75,39.4,5.89,0.1,5773.73577,0,14.6
79,176,10.71,38.8,6.67,0.1,5292.232379,0,14.4
77,178,9.61,38.2,7.67,0.1,519.958715,0,14.3
74,182,9.4,37.7,6.62,0.1,5117.589923,0,14.1
71.9,186,,5.6,,0.4,3923.573344,0.637,10.7
71.7,187,1.88,49.9,6.2,0.4,3687.763767,0.614,10.7
71.4,189,1.93,49.3,6.3,0.4,3452.828934,0.611,10.7
71.3,189,2.02,48.6,6.33,0.4,3299.65139,0.616,10.6
71.1,193,2.16,47.9,6.28,0.4,3187.845296,0.609,10.5
77,196,2.14,47.2,6.64,0.4,2825.5247,0.602,10.5
76,198,2.14,46.5,6.79,0.4,2635.753474,0.596,10.4
79,19,2.21,45.9,6.65,0.4,2794.22189,0.589,10.4
75,192,2.4,45.2,6.86,0.4,2489.955836,0.578,10.1
69.7,24,2.38,44.5,7.7,0.4,2256.56724,0.57,9.8
69.2,28,2.35,43.8,6.79,0.4,277.83438,0.567,9.6
69.6,21,2.4,43.1,6.77,0.4,1872.73783,0.564,9.3
69.4,24,2.45,42.4,6.88,0.4,1753.349471,0.56,9
69.3,21,2.41,41.7,6.71,0.3,171.771491,0.553,8.8
68.4,211,2.53,41.1,6.76,0.3,1568.376276,0.546,8.5
67.7,221,2.63,4.4,5.25,0.2,1655.596261,0.539,8.2
59,284,,23.3,,0.5,554.48766,0.414,8.8
58.1,299,0.01,22.7,5.64,0.5,561.997387,0.412,8.6
58.8,284,0.01,22.2,5.49,1,54.169324,0.406,8.5
58.4,288,0.01,21.7,5.39,1.9,52.3485646,0.396,8.5
58.1,29,0.22,21.2,4.73,2,459.2912,0.385,8.4
57.8,291,0.2,2.8,4.55,2.2,438.7513346,0.38,8.3
57.3,297,0.18,2.3,3.85,2.3,436.6895539,0.376,8.1
56.8,33,0.21,19.8,3.21,2.3,437.4467238,0.371,7.9
56.4,36,0.19,19.4,3.8,2.4,49.456775,0.364,7.6
55.6,317,0.16,19,3.2,2.6,296.68382,0.356,7.1
54.7,327,0.21,18.5,2.82,2.7,33.424498,0.346,6.6
54,334,0.34,18.1,3.14,2.8,386.3288283,0.325,5.1
53.3,338,0.18,17.7,3.45,2.9,37.1931781,0.338,5.9
52.9,337,0.21,17.3,3.76,3,322.811171,0.329,5.5
52.5,336,0.17,16.9,3.65,3,315.83983,0.322,5.1
52.5,328,0.17,16.6,3.46,3,34.516918,0.316,4.8
58.9,275,,26.3,,3.2,596.8717189,0.421,9.2
58.4,282,0.01,25.6,5.59,3.4,642.6256154,0.419,9.2
58.1,279,0.01,25,6.14,4.5,61.566347,0.415,9.1
57.6,285,0.01,24.3,5.96,5.3,67.7518833,0.416,9.1
57.1,289,3.57,23.7,5.46,5.7,692.69989,0.41,9
56.7,287,3.21,23.1,6.7,5.9,543.957418,0.405,8.9
56.3,288,2.55,22.5,6.81,6,544.222779,0.401,8.9
55.6,297,2.64,21.9,6.5,6,583.5445622,0.398,8.8
55,32,2.98,21.3,6.1,5.7,481.694976,0.394,8.8
54.4,36,3.22,2.7,5.87,5.6,418.94454,0.388,8.3
53.9,37,3.1,2.1,5.72,5.4,424.9534585,0,8
53.5,38,2.58,19.6,5.41,5,393.3138244,0,7.7
53,38,2.16,19,5.62,4.6,36.5718585,0,7.4
52.8,35,2.47,18.5,5.84,4.1,321.481324,0,7.1
52.5,32,2.55,17.9,5.4,3.6,39.486749,0,6.7
52.1,3,2.84,17.4,4.94,3.1,297.7519443,0,6.4
66.2,215,,46.7,,0.3,4136.689919,0.638,10.3
66,217,7.64,45.9,5.25,0.3,43.82321,0.636,10.3
65.9,218,7.56,45,5.1,0.3,3944.178173,0.633,10.3
65.8,22,7.57,44.1,6.57,0.3,3785.935665,0.63,10.6
65.6,229,7.56,43.2,6.8,0.4,3439.597513,0.624,10.3
65.9,221,7.52,42.4,6.6,0.4,326.281212,0.618,10.2
66.1,218,7.49,41.6,7.32,0.3,2716.35256,0.618,10.5
66.3,218,7.32,4.9,7.46,0.8,2576.124957,0.618,10.7
65.7,232,7.2,4.3,6.45,1.9,2327.58324,0.62,11.2
65.2,24,7.04,39.6,4.67,1.1,1945.6395,0.622,11.7
65,238,7.35,39,5.83,1.8,198.455216,0.619,11.4
65.1,237,7.84,38.4,5.73,1.9,145.58861,0.613,11.2
65.3,237,7.93,37.8,5.97,2.1,986.7958173,0.611,11.1
65.3,244,7.73,37.1,5.84,2.3,96.8674827,0.609,11
65.4,247,6.71,36.4,5.82,1.7,925.582546,0.606,10.9
65.4,246,6.63,35.7,5.85,1.1,946.599372,0.602,10.9
63.5,24,,49.9,,0.5,814.5463952,0.49,9.1
63.1,245,0.01,48.8,7.56,0.5,83.1148117,0.487,9.1
62.7,253,5.68,47.7,8.1,0.5,81.265673,0.483,9.1
62.3,259,5.68,46.5,9.88,0.8,766.8437623,0.477,8.9
62.3,259,5.68,45.3,1.41,1.5,74.9358452,0.47,8.7
36.3,682,5.76,44.2,8.9,1.9,662.2795182,0.47,8.6
62.5,251,5.85,43,6.68,2,668.297646,0.466,8.5
62.1,259,5.95,41.8,5.92,2.4,674.7564147,0.462,8.4
61.8,266,6.08,4.7,5.56,2.7,615.8198192,0.458,8.4
61.1,28,6.18,39.6,5.7,3.3,55.47626,0.455,8.3
65,29,5.57,38.5,4.41,3.9,465.311876,0.452,8.2
58.7,32,6.1,37.5,5.61,4.3,387.9429725,0.45,8.1
59.7,3,6.64,36.5,5.32,4.6,329.782946,0.447,8.1
59.3,33,6.1,35.6,5.47,4.8,393.16327,0.444,8
58.9,35,6.22,34.8,5.63,5,413.7383164,0.443,7.9
58.6,35,4.79,34,6.6,5.1,462.486524,0.439,7.8
74.6,147,,51,,0.3,2326.15856,0.623,11.2
74.5,149,2.87,5.2,8.72,0.3,2242.711912,0.618,11.4
74.3,15,3.11,49.3,9.15,0.4,2136.77395,0.614,11.6
74.1,151,3.11,48.4,9.78,0.4,2178.38325,0.614,11.6
73.9,153,3.1,47.6,8.57,0.4,212.584798,0.611,11.7
73.6,156,3.1,46.8,8.45,0.4,1932.85829,0.606,11.5
73.4,157,3.08,45.9,8.84,0.5,1815.489496,0.603,11.3
73.2,159,3.14,45.1,8.4,0.6,1751.595857,0.597,11.1
73,16,3.16,44.3,7.89,0.7,1592.572182,0.59,10.9
72.8,161,3.23,43.5,7.63,0.8,1437.628785,0.583,10.8
72.5,163,3.23,42.8,7.81,0.9,1311.741714,0.577,10.6
72.2,165,3.02,42,7.89,1.2,1217.657961,0.571,10.4
71.9,166,3.04,41.2,8.29,1.4,1157.3427,0.566,10.3
71.6,169,3.09,4.4,7.28,1.5,1132.8721,0.561,10.1
71.3,171,2.74,39.6,6.88,1.6,113.4546,0.557,9.9
71,174,2.61,38.8,6.63,1.7,188.783165,0.551,9.8
75.8,134,,64.8,,0.1,12365.6263,0.834,15.6
75.6,137,0.01,64.2,7.4,0.1,14117.97668,0.834,15.8
75.5,139,10.88,63.6,7.53,0.1,13613.6147,0.824,15.4
75,146,11.27,63,7.74,0.1,12834.32349,0.823,15.4
74.8,15,11.51,62.4,7.84,0.1,1448.87958,0.821,15.4
74.5,156,10.78,61.7,7.85,0.1,1325.53379,0.817,15.3
74.2,162,11.46,61.1,7.55,0.1,12967.16543,0.816,15.3
74.1,165,11.64,6.5,7.33,0.1,15669.25929,0.812,15.3
73.5,176,12.55,59.9,7.51,0.1,13842.6549,0.809,15.3
73.4,177,13.16,59.3,8.1,0.1,11398.76584,0.802,15.2
72.9,182,12.94,58.8,8.28,0.1,11161.72441,0.795,15
72.9,18,13.28,58.2,8.8,0.1,1259.5266,0.793,15.3
72.5,184,13.24,57.6,8.42,0.1,8396.25323,0.784,14.9
72.5,184,13.29,57.1,7.47,0.1,665.6443,0.775,14.6
72.3,185,13.18,56.6,7.11,0.1,527.85364,0.769,14.2
71.7,193,12.22,56.1,7.6,0.1,4623.46712,0.761,13.9
82.7,49,,61,,0.1,5734.4436,0.919,19
82.5,49,7.45,6.6,8.86,0.1,52473.11356,0.915,19
82.4,5,7.31,6.2,8.75,0.1,4781.3888,0.907,19
82.5,5,7.81,59.7,8.68,0.1,44333.8518,0.901,18.7
82.1,51,8.13,59.3,8.65,0.1,46.217,0.894,18.6
81.8,53,8.25,58.9,8.86,0.1,41676.44527,0.894,18.4
81.6,55,10.22,58.5,9.12,0.1,4461.89251,0.894,18.4
81.4,58,8.49,58.1,8.8,0.1,55575.29196,0.892,18.2
81.3,59,7.53,57.8,8.75,0.1,68348.31817,0.887,18.2
81.1,61,7.2,57.4,8.96,0.1,5613.54115,0.884,18.1
81,62,7.05,56.9,9.21,0.1,56249.7555,0.879,17.9
88,65,6.79,56.5,9.59,0.1,46917.27216,0.873,18.3
87,65,6.61,55.9,1.7,0.1,3944.999,0.866,17.6
84,7,6.61,55.4,9.86,0.1,31996.2172,0.859,17.2
80,72,6.37,54.8,9.12,0.1,28585.9254,0.854,17.1
79.7,74,6.17,54.2,9.28,0.1,31813.37344,0.847,16.8
68.3,181,,18.7,,0.2,1613.18878,0.615,11.6
68,184,3.07,18.1,4.69,0.2,1573.11889,0.607,11.6
67.6,187,3.11,17.5,4.53,0.2,1452.195373,0.599,11.5
67.3,19,3.1,17,4.39,0.2,1446.98541,0.59,11.3
66.8,193,3,16.4,4.33,0.2,1461.671957,0.58,10.8
66.4,196,2.77,15.9,4.28,0.2,1345.77153,0.569,10.4
66,2,2.5,15.4,4.38,0.2,19.317765,0.563,10.5
65.5,23,1.93,14.9,4.34,0.3,991.484634,0.556,10.2
65.2,26,1.59,14.4,4.23,0.3,118.166373,0.546,9.9
64.8,28,1.37,13.9,4.25,0.3,792.259698,0.536,9.7
64.4,211,1.27,13.5,4.28,0.3,77.819,0.526,9.4
64,214,1.2,13,4.22,0.3,621.3183767,0.518,9.2
63.7,216,1.19,12.6,4.3,0.3,541.1352279,0.505,8.6
63.3,219,1.1,12.2,4.4,0.3,466.2842,0.499,8.4
62.9,222,1,11.8,4.5,0.3,447.138966,0.494,8.3
62.5,224,0.93,11.4,4.26,0.3,438.864634,0.489,8.3
69.1,176,,27.4,,0.3,3336.16686,0.686,12.9
68.9,179,0.09,26.5,2.85,0.3,3491.595887,0.682,12.9
68.7,181,0.09,25.6,2.93,0.3,362.663981,0.677,12.9
68.5,183,0.08,24.7,2.9,0.3,3687.953996,0.669,12.6
68.3,185,0.08,23.8,2.71,0.3,3634.27685,0.662,12.3
68.1,187,0.08,22.9,2.74,0.3,3113.48635,0.656,12.1
67.9,189,0.08,22.1,2.83,0.3,2254.44566,0.645,11.7
67.7,189,0.07,21.3,2.81,0.2,216.52766,0.641,11.7
67.5,19,0.06,2.5,3.1,0.2,1855.93915,0.638,11
67.3,191,0.06,19.7,2.91,0.1,1586.254,0.632,10.9
67.2,19,0.06,19,2.79,0.1,126.928834,0.629,11.1
65.3,213,0.06,18.2,2.37,0.1,1148.56996,0.624,11
66.9,189,0.05,17.5,2.53,0.1,164.59447,0.613,10.8
66.7,189,0.05,16.7,2.27,0.1,899.5556857,0.608,10.6
66.5,188,0.06,16,2.23,0.1,747.9817455,0.604,10.6
66.3,188,0.06,15.4,1.98,0.1,78.92744,0.597,10.7
75.5,83,,59.7,,0.1,,0.774,14.8
75.4,83,0.01,58.5,6.89,0.1,,0.77,14.9
75.3,83,0.01,57.2,6.49,0.1,,0.769,15
75.1,85,0.01,56,6.98,0.1,,0.755,13.6
74.7,93,0.03,54.8,7.12,0.1,,0.745,13.1
74.1,16,0.03,53.6,8.2,0.1,,0.735,12.9
73.3,122,0.03,52.5,7.63,0.1,,0.728,12.8
72.7,135,0.02,51.4,6.28,0.1,,0.716,12.1
72.4,138,0.02,5.4,5.84,0.1,,0.704,11.8
72.2,139,0.02,49.4,5.95,0.1,,0.692,11.4
72,139,0.01,48.5,6.6,0.1,,0.687,11.4
71.8,139,0.01,47.6,5.89,0.1,,0.686,11.8
75,154,0.01,46.9,5.42,0.1,,0.679,11.8
71.2,142,0.01,46.2,5.39,0.1,,0.674,11.9
78,146,0.01,45.5,5.2,0.1,,0.666,11.6
73,15,0.01,44.9,4.47,0.1,,0.66,11.6
68.9,182,,59.1,,0.1,4974.2693,0.649,10.1
67.9,199,0.01,58.5,5.54,0.1,673.74737,0.658,10.1
69.5,17,0.01,57.8,5.92,0.1,6925.22446,0.659,10.3
76,147,0.01,57.2,5.26,0.1,6651.12242,0.656,10.5
77,144,0.17,56.5,3.32,0.1,5854.614497,0.649,10.4
76,145,0.19,55.8,3.82,0.1,452.74948,0.646,10.4
74,148,0.2,55.2,4.65,0.1,3735.144836,0.643,10.3
69.3,167,0.17,54.5,3.93,0.1,4521.3247,0.638,10.3
65.9,227,0.14,53.8,3.69,0.1,3129.224922,0.636,10.2
64.7,249,0.03,53.2,3,0.1,2351.812429,0.631,10.2
66.8,29,0.18,52.5,4.13,0.1,1849.63911,0.628,10.1
67.2,21,0.32,51.9,5.61,0.1,1391.816923,0.603,9.8
66.5,213,0.07,51.3,4.36,0.1,,0.616,9.4
74,14,0.15,5.6,,0.1,,0.614,9.1
72,142,0.17,5.1,,0.1,,0.607,8.7
